# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA" "-g" "locus_tag" "-a" "../data/reference_sequences/SA101588_prokka.gff" "-o" "../data/rna_align/counttable_prokka.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
SA101588_02450	101588_9	40268	40960	-	693	11061	14909	11468	47399	53784	39610	52054	51188	39168
SA101588_02451	101588_9	41168	41590	-	423	13356	20540	16887	67403	74693	77256	74936	70423	57913
SA101588_02452	101588_9	41771	42319	-	549	3919	5218	4830	5537	5233	6747	6239	5104	4835
SA101588_02453	101588_9	42332	42514	-	183	1345	1762	1650	2159	1829	2100	2307	1916	1758
SA101588_02454	101588_9	42828	43397	-	570	643	682	561	490	460	401	493	499	398
SA101588_02455	101588_9	43479	44003	-	525	695	833	797	661	649	486	733	641	507
SA101588_02456	101588_9	44003	44749	-	747	968	1172	1028	751	759	555	860	791	687
SA101588_02457	101588_9	44757	45161	-	405	414	502	482	281	312	252	376	318	276
SA101588_02458	101588_9	45154	46554	-	1401	1662	1994	1980	1207	1084	964	1367	1100	1046
SA101588_02459	101588_9	46538	47218	-	681	580	799	747	322	328	304	324	302	267
SA101588_02460	101588_9	47609	49063	-	1455	8303	9784	9341	9632	8650	6210	10113	8708	8227
SA101588_02461	101588_9	49620	50693	-	1074	2824	2648	2823	2046	1691	1522	2049	1849	1886
SA101588_02462	101588_9	50718	52082	-	1365	4949	4971	5618	3961	3367	3029	4376	3371	3517
SA101588_02463	101588_9	52566	55022	-	2457	6032	6990	7452	6081	5011	3158	6820	5026	5065
SA101588_02464	101588_9	55036	56046	-	1011	1520	2043	2181	881	762	687	1161	863	717
SA101588_02465	101588_9	56033	56599	-	567	1026	1401	1444	454	407	440	656	474	403
SA101588_02466	101588_9	56618	57088	-	471	1202	1733	1598	437	426	343	707	462	463
SA101588_02467	101588_9	57237	58451	+	1215	4343	4474	3932	1904	1729	1147	2118	1784	1686
SA101588_02468	101588_9	58657	59217	-	561	8258	8041	9071	9211	7128	4472	9664	6993	7311
SA101588_02469	101588_9	59221	60108	-	888	17191	13985	16141	11177	8227	7048	11989	8335	8782
SA101588_02470	101588_9	60212	61594	+	1383	369	280	354	113	83	82	154	88	89
SA101588_02471	101588_10	348	1412	-	1065	2730	2932	2777	1211	977	845	1443	897	931
SA101588_02472	101588_10	1560	3002	-	1443	681	707	672	848	885	568	1180	871	850
SA101588_02473	101588_10	3191	3658	-	468	282	243	232	169	182	79	205	168	143
SA101588_02474	101588_10	3786	5129	-	1344	605	568	489	279	315	192	411	320	255
SA101588_02475	101588_10	5302	5988	-	687	829	945	790	749	714	510	1058	789	664
SA101588_02476	101588_10	6004	7191	-	1188	2508	3201	2953	2226	2212	1231	3034	2264	1996
SA101588_02477	101588_10	7235	7750	-	516	776	1169	973	887	941	508	1299	969	876
SA101588_02478	101588_10	7927	8187	+	261	32444	42507	47426	17893	12130	4285	17421	13010	16477
SA101588_02479	101588_10	8320	9690	-	1371	178	236	179	192	172	140	244	180	202
SA101588_02480	101588_10	9926	10894	-	969	278	207	229	172	116	130	245	159	161
SA101588_02481	101588_10	10891	11922	-	1032	342	254	281	161	123	91	190	129	171
SA101588_02482	101588_10	11934	12917	-	984	2104	1879	2253	1229	956	434	1695	1075	1254
SA101588_02483	101588_10	13310	14380	-	1071	398	398	409	428	363	233	487	374	373
SA101588_02484	101588_10	14387	16144	-	1758	754	763	785	813	774	656	976	782	698
SA101588_02485	101588_10	16131	17324	-	1194	338	317	317	213	247	245	328	230	215
SA101588_02486	101588_10	17426	19402	+	1977	1368	1355	1403	811	740	1151	1136	809	793
SA101588_02487	101588_10	19563	20072	-	510	57853	67749	69632	69591	56742	40893	72610	51727	59934
SA101588_02488	101588_10	20135	20374	-	240	26631	30942	34964	37066	27476	19592	38471	26353	29637
SA101588_02489	101588_10	20387	20923	-	537	42824	37502	36638	32067	26748	21188	36952	27293	27260
SA101588_02490	101588_10	21098	22660	-	1563	4377	3972	3479	5504	4546	5077	5737	4477	4161
SA101588_02491	101588_10	22968	23975	-	1008	976	1019	1053	568	462	446	648	448	495
SA101588_02492	101588_10	24210	25214	-	1005	1775	1982	1946	1118	895	464	1263	923	887
SA101588_02493	101588_10	25531	26400	-	870	576	655	619	229	174	147	269	193	194
SA101588_02494	101588_10	26666	28078	-	1413	7538	8466	8421	5021	5648	4509	6153	5988	4871
SA101588_02495	101588_10	28096	29808	-	1713	8283	9121	9307	5574	6303	5690	6702	6542	5511
SA101588_02496	101588_10	29811	30125	-	315	1584	1757	1805	1029	1211	1015	1260	1152	1009
SA101588_02497	101588_10	30147	31127	-	981	4570	4406	4554	2275	2454	2124	2599	2542	2119
SA101588_02498	101588_10	31131	32063	-	933	4410	5033	5138	2044	2265	2195	2523	2300	1912
SA101588_02499	101588_10	32076	32591	-	516	3203	3504	3791	1379	1407	1210	1616	1549	1241
SA101588_02500	101588_10	32607	33035	-	429	3112	3603	3543	1123	1135	840	1355	1256	1103
SA101588_02501	101588_10	33403	34158	-	756	607	581	606	376	282	253	402	298	321
SA101588_02502	101588_10	34400	35140	+	741	241	273	256	155	123	110	229	130	124
SA101588_02503	101588_10	35413	36021	-	609	81	88	74	58	34	42	60	53	38
SA101588_02504	101588_10	36282	36407	-	126	24	24	14	18	11	17	22	22	21
SA101588_02505	101588_10	36626	37474	-	849	1765	2363	1645	466	393	214	489	451	342
SA101588_02506	101588_10	37544	37960	-	417	157	185	166	40	46	30	60	53	38
SA101588_02507	101588_10	38198	38348	+	151	27	26	44	47	26	31	43	27	40
SA101588_02508	101588_10	38368	40797	+	2430	447	464	526	444	364	535	534	381	389
SA101588_02509	101588_10	40857	41711	-	855	129	105	146	126	105	105	120	102	119
SA101588_02510	101588_10	42583	42861	+	279	31	38	21	15	15	8	23	21	24
SA101588_02511	101588_10	42871	44388	+	1518	396	348	341	131	142	101	183	164	122
SA101588_02512	101588_10	44621	45436	-	816	284	276	257	144	101	50	165	116	135
SA101588_02513	101588_10	45731	46156	+	426	390	264	369	353	268	203	490	222	298
SA101588_02514	101588_10	46547	47251	-	705	128	130	118	103	91	115	101	99	113
SA101588_02515	101588_10	47288	48952	-	1665	219	260	223	217	219	253	223	207	227
SA101588_02516	101588_11	388	1725	+	1338	514	448	386	223	218	151	264	192	230
SA101588_02517	101588_11	1727	2344	+	618	1160	1394	1409	1028	818	355	1160	777	807
SA101588_02518	101588_11	2372	2701	+	330	3518	4325	4004	3222	2817	1027	3890	2807	2871
SA101588_02519	101588_11	2915	3841	+	927	1243	1579	1516	840	747	530	971	885	784
SA101588_02520	101588_11	3842	4645	+	804	802	939	891	563	465	275	651	487	458
SA101588_02521	101588_11	4662	5009	+	348	278	350	322	159	185	82	213	192	141
SA101588_02522	101588_11	5283	6008	+	726	179	190	159	134	187	143	191	159	148
SA101588_02523	101588_11	6001	6249	+	249	47	89	101	45	51	52	67	41	42
SA101588_02524	101588_11	6251	7090	+	840	368	365	346	195	199	170	250	234	192
SA101588_02525	101588_11	7375	9348	+	1974	6017	6388	6120	4048	3400	2402	4693	3632	3508
SA101588_02526	101588_11	9379	10152	+	774	2182	2582	2584	2430	2130	1072	2773	2129	2220
SA101588_02527	101588_11	10319	10855	+	537	535	636	564	501	476	343	617	517	466
SA101588_02528	101588_11	10866	11759	+	894	1072	1229	1094	727	675	484	925	829	777
SA101588_02529	101588_11	11859	12122	+	264	8543	15051	14373	19550	18403	4836	22438	16592	17135
SA101588_02530	101588_11	12433	13281	+	849	2439	2924	2987	3341	2924	2980	3729	3151	3102
SA101588_02531	101588_11	13295	14119	+	825	3708	4198	4111	4540	4037	4001	5124	4093	4218
SA101588_02532	101588_11	14136	14516	+	381	4519	4433	4492	5014	3916	4395	5424	4204	4447
SA101588_02533	101588_11	14588	14890	+	303	6087	7972	8538	7794	5809	6938	8569	5789	6867
SA101588_02534	101588_11	15232	16584	+	1353	4990	5474	5045	3085	2757	3561	3723	2947	2802
SA101588_02535	101588_11	16731	17696	+	966	5831	6026	5688	4227	3523	5447	4868	3811	3530
SA101588_02536	101588_11	17846	18499	+	654	12070	18547	16737	36723	37358	21332	41651	33346	31876
SA101588_02537	101588_11	18810	19382	+	573	1043	1095	1134	553	448	392	634	427	542
SA101588_02538	101588_11	19382	22888	+	3507	2861	3071	3246	2194	1848	1931	2463	2028	2030
SA101588_02539	101588_11	22878	24404	+	1527	1066	1091	960	945	768	722	1018	868	784
SA101588_02540	101588_11	24404	25597	+	1194	1304	1563	1528	1392	1227	1086	1498	1332	1224
SA101588_02541	101588_11	25594	25857	+	264	365	470	491	607	504	421	645	495	504
SA101588_02542	101588_11	25875	26267	+	393	745	900	813	1313	1144	863	1362	1143	1097
SA101588_02543	101588_11	26372	26773	+	402	3284	3445	3350	2339	2074	1077	2635	2042	2117
SA101588_02544	101588_11	26953	28248	+	1296	1543	1732	1639	1275	1150	881	1487	1227	1186
SA101588_02545	101588_11	28253	28792	+	540	1501	1469	1251	1040	1012	813	1268	1115	879
SA101588_02546	101588_11	29050	31143	+	2094	15784	19126	17922	11957	10558	8380	14210	11298	10767
SA101588_02547	101588_11	31372	32253	+	882	1173	1432	1224	1239	1110	848	1453	1153	1114
SA101588_02548	101588_11	32432	33364	+	933	11520	13536	12906	6671	6202	3563	7911	6064	5786
SA101588_02549	101588_11	33580	34383	+	804	781	840	881	614	471	518	559	504	453
SA101588_02550	101588_11	34361	34726	+	366	259	339	288	360	281	275	395	340	329
SA101588_02551	101588_11	34723	35199	+	477	546	561	578	973	1032	796	1141	1040	868
SA101588_02552	101588_11	35739	37226	+	1488	6883	8677	7779	10920	10082	6980	12094	9763	9048
SA101588_02562	101588_12	100	249	-	150	29	35	12	31	32	17	40	47	28
SA101588_02563	101588_12	487	585	+	99	6	15	15	13	9	19	8	11	10
SA101588_02564	101588_12	1457	1921	+	465	261	324	310	326	328	340	350	317	261
SA101588_02573	101588_12	3730	3824	-	95	43	44	69	75	77	50	77	93	59
SA101588_02574	101588_12	4247	4801	-	555	633	646	669	663	499	273	657	557	574
SA101588_02575	101588_12	5121	6521	-	1401	1982	2103	2092	2356	2033	1634	2314	2060	1817
SA101588_02576	101588_12	6545	7468	-	924	1203	1321	1251	1268	1147	1018	1433	1186	1069
SA101588_02577	101588_12	7525	8562	-	1038	1383	1537	1456	1356	1182	1007	1404	1225	1190
SA101588_02578	101588_12	8824	9327	+	504	2518	2451	2574	1080	705	347	1017	788	858
SA101588_02579	101588_12	9451	10674	-	1224	2114	2114	2021	823	765	311	1046	779	839
SA101588_02580	101588_12	10667	11407	-	741	2075	2203	2380	688	532	216	922	613	660
SA101588_02581	101588_12	11541	11963	+	423	2486	2014	2016	1366	1150	408	1296	1188	986
SA101588_02582	101588_12	12105	12470	+	366	4148	4269	4490	4825	3665	1220	4757	3328	3677
SA101588_02583	101588_12	12577	12696	-	120	13	13	17	12	4	13	9	15	4
SA101588_02584	101588_12	13202	13759	+	558	526	513	416	368	279	156	387	354	258
SA101588_02585	101588_12	13964	14926	+	963	6516	6901	7974	3258	2367	1924	3870	2468	2905
SA101588_02586	101588_12	15047	15988	-	942	4093	4731	4621	4330	3534	3005	4692	3637	3522
SA101588_02587	101588_12	15985	18921	-	2937	13492	14073	13999	10828	9378	7838	11781	9599	8728
SA101588_02588	101588_12	18911	20107	-	1197	4155	4665	4589	2697	2207	1278	2677	2315	2240
SA101588_02589	101588_12	21040	21384	-	345	9654	12723	12577	6954	5463	4512	7215	5603	5687
SA101588_02590	101588_12	21453	22577	-	1125	839	839	832	1560	1456	1278	1639	1357	1308
SA101588_02591	101588_12	22756	23220	-	465	583	786	664	643	568	220	695	629	527
SA101588_02592	101588_12	23578	24201	-	624	228	263	223	245	215	214	269	177	187
SA101588_02593	101588_12	24223	25065	-	843	210	216	218	176	154	187	223	184	154
SA101588_02594	101588_12	25079	25327	-	249	126	145	137	107	105	92	130	104	102
SA101588_02595	101588_12	25490	26311	+	822	1481	1429	1277	812	723	324	966	754	663
SA101588_02596	101588_12	26766	28151	-	1386	10065	10536	10351	6448	5239	3422	7152	5366	5526
SA101588_02597	101588_12	28347	28742	-	396	451	412	378	343	345	119	389	350	261
SA101588_02598	101588_12	29285	29437	-	153	1305	2018	2004	2749	2407	598	2735	1950	2086
SA101588_02599	101588_12	29462	30061	-	600	11052	10337	10903	10493	8141	2928	10202	8305	7996
SA101588_02600	101588_12	30220	30690	-	471	404	461	494	536	426	240	536	419	366
SA101588_02601	101588_12	30695	31822	-	1128	957	1196	1035	1030	960	796	1152	898	884
SA101588_02602	101588_12	31973	32701	-	729	108	88	100	130	95	91	123	105	96
SA101588_02603	101588_12	32688	34145	-	1458	117	130	103	113	103	79	111	97	88
SA101588_02604	101588_12	34402	35463	-	1062	871	891	718	777	645	412	840	692	659
SA101588_02632	101588_13	4634	4879	-	246	278	242	202	239	278	121	348	269	170
SA101588_02633	101588_13	4863	5432	-	570	830	993	739	1125	858	451	1185	869	727
SA101588_02634	101588_13	5664	6242	-	579	658	612	553	1038	764	187	957	780	604
SA101588_02635	101588_13	6279	6560	-	282	369	343	293	497	375	131	496	349	256
SA101588_02636	101588_13	6725	7072	-	348	279	305	263	469	260	172	403	293	203
SA101588_02637	101588_13	7087	7494	-	408	228	189	154	211	119	82	188	144	93
SA101588_02638	101588_13	7512	7871	-	360	219	227	239	213	146	88	217	160	137
SA101588_02639	101588_13	7895	8290	-	396	119	103	86	84	63	27	73	72	48
SA101588_02640	101588_13	8324	8521	-	198	28	36	31	65	40	20	43	57	34
SA101588_02641	101588_13	8714	8926	-	213	27	32	39	97	68	15	77	57	33
SA101588_02642	101588_13	8958	9929	-	972	384	344	285	647	546	167	631	482	323
SA101588_02643	101588_13	9945	10322	-	378	61	63	44	100	63	31	92	65	46
SA101588_02644	101588_13	10344	10571	-	228	9	13	9	18	10	12	20	14	10
SA101588_02645	101588_13	11294	11437	+	144	7223	10864	8068	8628	7493	2463	9370	7006	5279
SA101588_02646	101588_13	11691	13118	+	1428	1272	1224	885	31460	27576	22237	30954	25881	14865
SA101588_02647	101588_13	13296	13712	+	417	414	504	366	15691	13136	7896	14563	11701	7487
SA101588_02648	101588_13	13995	14360	-	366	435	582	397	631	579	470	746	542	337
SA101588_02649	101588_13	14362	15093	-	732	1641	2049	1576	1832	1506	1015	2030	1523	1150
SA101588_02650	101588_13	15471	15688	-	218	47	49	41	290	215	46	322	258	166
SA101588_02651	101588_13	15785	16834	-	1050	838	942	631	4844	3311	1152	5283	3506	2763
SA101588_02652	101588_13	16953	17132	-	180	372	280	217	556	358	161	547	435	326
SA101588_02653	101588_13	17376	18128	-	753	166	173	132	94	87	101	104	80	73
SA101588_02654	101588_13	18121	19668	-	1548	784	905	810	442	336	368	509	322	267
SA101588_02655	101588_13	19765	20214	-	450	412	480	398	209	171	135	244	168	154
SA101588_02656	101588_13	20328	20654	-	327	37	48	35	29	33	8	62	38	39
SA101588_02657	101588_13	20971	21861	-	891	456	438	331	535	412	236	525	419	299
SA101588_02658	101588_13	21874	22224	-	351	124	165	106	154	99	52	116	122	76
SA101588_02659	101588_13	22355	22558	-	204	7	12	7	11	13	20	21	10	13
SA101588_02660	101588_13	22561	22728	-	168	9	9	8	17	14	5	17	7	8
SA101588_02661	101588_13	22771	22968	-	198	12	28	25	33	31	16	27	26	22
SA101588_02662	101588_13	23175	23420	-	246	163	268	221	385	397	171	363	283	244
SA101588_02663	101588_13	23413	24198	-	786	1697	1953	1706	2481	2175	976	2411	2097	1617
SA101588_02664	101588_13	24329	24913	-	585	375	621	470	946	1009	670	925	824	669
SA101588_02665	101588_13	24929	25954	-	1026	643	1049	701	1408	1447	1253	1141	1247	998
SA101588_02666	101588_13	25978	28317	-	2340	1820	2744	1947	3240	3661	2658	3090	3106	2298
SA101588_02667	101588_13	28317	28889	-	573	511	909	640	898	955	627	911	916	661
SA101588_02668	101588_13	28895	31582	-	2688	3047	4256	3332	4407	4417	3265	4360	4238	3000
SA101588_02669	101588_13	31601	31996	-	396	374	401	301	379	398	253	426	392	259
SA101588_02670	101588_13	32001	32225	-	225	270	404	270	299	285	139	284	323	212
SA101588_02671	101588_13	32240	33289	-	1050	1184	1683	1406	1408	1481	884	1599	1262	1069
SA101588_02672	101588_13	33526	34419	-	894	687	977	767	828	860	632	1059	815	672
SA101588_02673	101588_14	108	608	+	501	425	542	530	775	660	469	789	619	644
SA101588_02674	101588_14	1129	1329	-	201	244	301	249	484	408	73	437	418	340
SA101588_02675	101588_14	1722	2339	+	618	243	250	217	239	209	141	246	198	186
SA101588_02676	101588_14	2358	2705	+	348	137	129	120	123	123	111	121	135	118
SA101588_02677	101588_14	2830	3375	-	546	196	216	221	213	207	184	235	200	156
SA101588_02678	101588_14	3391	4473	-	1083	5035	5698	4980	4716	3822	2431	5137	4018	3774
SA101588_02679	101588_14	4470	5486	-	1017	2281	2158	1980	1510	1332	720	1831	1483	1359
SA101588_02680	101588_14	5502	5834	-	333	1567	1624	1562	1163	1054	492	1517	1249	1027
SA101588_02681	101588_14	6423	7100	-	678	693	657	614	478	379	251	499	431	328
SA101588_02682	101588_14	8148	9104	-	957	1094	1204	1074	3723	2969	929	3521	2971	2534
SA101588_02683	101588_14	9519	10241	+	723	511	632	596	555	532	488	792	530	481
SA101588_02684	101588_14	10878	11615	+	738	113	136	106	51	33	25	64	51	30
SA101588_02685	101588_14	11620	11751	+	132	1042	1246	1013	474	386	404	623	406	391
SA101588_02686	101588_14	11729	12232	-	504	15002	13396	10779	4394	4292	5041	6645	4997	4216
SA101588_02687	101588_14	12880	14688	+	1809	51157	58706	55153	31210	26635	25548	39508	29048	26720
SA101588_02688	101588_14	14774	14868	+	95	660	876	609	379	483	207	563	364	302
SA101588_02689	101588_14	15149	15550	+	402	696	847	876	712	683	543	949	695	559
SA101588_02690	101588_14	15876	16307	-	432	1912	2096	1882	2183	1809	762	2541	1737	1681
SA101588_02691	101588_14	17383	18120	+	738	1467	2345	2382	1217	919	840	1588	986	914
SA101588_02692	101588_14	18299	19123	+	825	22991	26113	23383	15039	12937	13158	19386	13411	12842
SA101588_02693	101588_14	19785	19889	+	105	1225	1450	1390	1147	1086	926	1426	1070	1058
SA101588_02694	101588_14	20298	20420	-	123	449	563	488	556	516	556	709	518	497
SA101588_02695	101588_14	20876	21823	-	948	1295	1855	1627	1375	1346	994	1452	1377	1259
SA101588_02696	101588_14	21820	22323	-	504	959	1198	1050	690	547	414	670	747	576
SA101588_02697	101588_14	22773	23564	+	792	1906	2091	1877	978	1061	525	1395	1262	1014
SA101588_02698	101588_14	23574	23816	+	243	506	641	645	420	400	225	504	484	359
SA101588_02699	101588_15	332	558	+	227	30	60	55	22	25	17	12	24	24
SA101588_02700	101588_15	737	2542	-	1806	27632	25527	23268	25526	20888	23779	28558	22005	21016
SA101588_02701	101588_15	2744	2960	-	217	4813	4212	3580	3285	2405	2410	3572	2930	2566
SA101588_02702	101588_15	3223	4761	+	1539	336	401	359	593	482	735	686	483	446
SA101588_02703	101588_15	4796	6928	+	2133	1094	1052	1000	1250	1065	1542	1585	1126	1096
SA101588_02704	101588_15	6940	7374	+	435	504	578	637	569	463	485	553	429	470
SA101588_02705	101588_15	7374	8480	+	1107	1283	1232	1123	852	802	654	946	763	752
SA101588_02706	101588_15	8799	16178	-	7380	168	204	205	449	541	861	595	465	465
SA101588_02707	101588_15	16461	17816	-	1356	5835	7233	7005	6047	5312	3819	6736	5245	5312
SA101588_02708	101588_15	17843	18775	-	933	2729	3115	2926	1922	1831	1486	2195	1828	1582
SA101588_02709	101588_15	18777	19586	-	810	2980	3574	3461	1855	1725	1222	2222	1827	1685
SA101588_02710	101588_15	19775	20683	-	909	5947	5887	5686	1066	881	529	1363	973	1082
SA101588_02715	101588_16	109	2313	-	2205	907	985	1067	663	571	204	748	600	610
SA101588_02716	101588_16	2567	3724	-	1158	361	354	394	149	88	35	142	112	104
SA101588_02717	101588_16	3765	5555	-	1791	866	905	841	445	390	231	538	502	392
SA101588_02718	101588_16	5836	6381	-	546	1100	1471	1562	1734	1436	978	1881	1397	1502
SA101588_02719	101588_16	6399	6566	-	168	308	268	251	237	197	157	286	228	235
SA101588_02720	101588_16	6778	7536	-	759	591	577	502	491	426	326	603	467	346
SA101588_02721	101588_16	7533	7793	-	261	194	181	192	120	117	95	171	115	115
SA101588_02722	101588_16	7932	8999	+	1068	356	373	395	386	384	326	744	412	412
SA101588_02723	101588_16	9018	10346	+	1329	413	525	575	651	529	732	816	529	557
SA101588_02724	101588_16	11492	13417	-	1926	4182	5396	5677	5891	5576	7421	7873	5651	5507
SA101588_02725	101588_16	13546	13644	-	99	210	403	411	220	245	299	428	271	266
SA101588_02726	101588_16	13747	14073	-	327	828	1558	1578	747	823	810	1876	998	1042
SA101588_02727	101588_16	14280	14639	+	360	39	39	53	53	46	85	91	63	53
SA101588_02728	101588_16	15113	15727	+	615	73	84	69	67	53	79	89	48	72
SA101588_02729	101588_16	15660	15860	-	201	37	29	29	16	20	19	17	28	19
SA101588_02730	101588_16	16004	16618	-	615	238	273	268	159	123	128	167	134	136
SA101588_02731	101588_17	93	1130	+	1038	24725	23367	22901	6662	5080	2559	7232	5396	5077
SA101588_02732	101588_17	1218	1769	-	552	718	1101	1062	329	322	207	625	424	402
SA101588_02733	101588_17	2023	2838	-	816	564	642	671	482	377	286	597	436	399
SA101588_02734	101588_17	2831	4273	-	1443	1090	1420	1319	528	576	686	837	629	555
SA101588_02735	101588_17	4245	4838	-	594	800	1289	1127	397	415	407	666	461	445
SA101588_02736	101588_17	5105	7150	+	2046	13355	13438	13337	4900	3566	3624	5551	3608	3654
SA101588_02737	101588_17	7165	8598	+	1434	10847	11628	11306	8102	6312	6644	8681	5998	5838
SA101588_02738	101588_17	8618	9163	+	546	4344	4575	4545	3697	2824	2335	4155	2838	2863
SA101588_02739	101588_17	9930	10253	-	324	690	823	728	901	850	690	1052	829	800
SA101588_02740	101588_17	10297	10539	+	243	370	397	370	424	360	302	519	385	325
SA101588_02741	101588_17	10596	10763	-	168	2023	3452	2727	3101	3258	747	3455	2886	2513
SA101588_02742	101588_17	11026	11598	-	573	10614	11129	10159	7994	6055	1801	8890	6714	6302
SA101588_02743	101588_17	11759	12991	+	1233	70	101	94	140	120	94	120	127	112
SA101588_02744	101588_17	12955	13272	+	318	10	13	8	10	12	19	18	8	14
SA101588_02745	101588_17	13259	14125	+	867	69	88	81	136	131	79	165	107	128
SA101588_02746	101588_17	14118	15158	+	1041	367	359	266	536	476	167	532	497	392
SA101588_02747	101588_18	324	1940	-	1617	140	121	110	164	163	148	183	130	130
SA101588_02748	101588_18	1940	2308	-	369	12	16	15	27	13	19	9	12	11
SA101588_02749	101588_18	2301	3410	-	1110	69	70	47	39	42	67	66	59	47
SA101588_02750	101588_18	3605	5593	-	1989	1400	1648	1425	854	729	293	1080	775	735
SA101588_02751	101588_18	5755	6684	-	930	278	320	277	216	151	68	256	170	164
SA101588_02752	101588_18	6765	7193	+	429	142	182	215	122	87	62	152	95	109
SA101588_02753	101588_19	461	1723	-	1263	2908	4125	4448	2030	1693	1858	2902	2130	1946
